name,embeddings,wikipedialink
walchand institue of technology,"[-0.0067755854688584805, 0.01574934832751751, -0.015294444747269154, 0.003602272132411599, 0.0025896423030644655, -0.001109969336539507, -0.029912397265434265, 0.007581715006381273, -0.05093279480934143, -0.006211592350155115, -0.0021594827994704247, 0.0295614842325449, -0.009858863428235054, -0.02942941151559353, 0.0024550026282668114, 0.027264753356575966, 0.1001855805516243, 0.011543883010745049, -0.025227321311831474, -0.041860826313495636, 0.05164273828268051, 0.0013603209517896175, 0.027469061315059662, -0.0211963951587677, 0.02733219787478447, 0.06233630329370499, 0.06404034048318863, 0.00776028074324131, -0.032295431941747665, -0.023059656843543053, -0.005299779586493969, -0.02133123204112053, 0.01641455478966236, 0.00953561719506979, -0.021432306617498398, -0.006257574539631605, -0.01979251392185688, 0.011970062740147114, 0.007065776269882917, -0.06298806518316269, -0.005394866224378347, 0.005335289519280195, 0.01762566529214382, -0.01981211267411709, 0.028295155614614487, 0.12106607854366302, 0.021329499781131744, -0.011367950588464737, -0.00901761557906866, 0.0006144430954009295, 0.013454965315759182, -0.00933797750622034, 0.024961382150650024, -0.009022511541843414, -0.009948554448783398, 0.005607699044048786, 0.017015492543578148, -0.004164605867117643, -0.02662344090640545, -0.034797705709934235, 0.09765084087848663, -0.01694433204829693, -0.0423319935798645, -0.029647016897797585, -0.02395113930106163, 0.010748889297246933, 0.029665039852261543, -0.026551587507128716, 0.0031505743972957134, 0.01784081757068634, 0.012998824007809162, -0.03147640824317932, 0.018990790471434593, 0.02465575933456421, 0.012947051785886288, -0.020937807857990265, 0.01160155888646841, -0.03490641340613365, 0.0007467967225238681, -0.006096314638853073, -0.018790436908602715, -0.0015617109602317214, -0.05979204177856445, 0.02369644306600094, 0.04326694458723068, 0.02454390376806259, -0.04502865672111511, -0.02361227199435234, -0.03986051306128502, -0.0038457054179161787, 0.021562281996011734, 0.03316722437739372, -0.5859197378158569, 0.009154964238405228, 0.03680107370018959, -0.001727870898321271, 0.029939910396933556, -0.033783018589019775, 0.031983908265829086, -0.06722526252269745, -0.02264445833861828, -0.0030962969176471233, 0.020014431327581406, 0.030336331576108932, -0.02259683422744274, -0.032895319163799286, -0.15992198884487152, 0.02036133222281933, 0.006763256620615721, -0.010739952325820923, -0.011384434066712856, -0.01752774976193905, 0.01870034635066986, -0.04160972312092781, -0.03798910602927208, 0.011082595214247704, 0.019402654841542244, 0.027016496285796165, -0.007414581719785929, 0.03406738489866257, 0.0021217800676822662, 0.03338129073381424, 0.021932125091552734, 0.02280823327600956, 0.021258743479847908, -0.0008130092755891383, 0.0141933374106884, -0.03544660285115242, 0.011143042705953121, 0.017766298726201057, 0.01763376221060753, 0.02403956465423107, -0.0034941048361361027, 0.07834097743034363, -0.05381988734006882, -0.016046471893787384, 0.05481051281094551, -0.03902747109532356, -0.0027792896144092083, 0.02874259278178215, 0.02300010807812214, 0.04836781322956085, -0.015369095839560032, 0.014810812659561634, -0.008943092077970505, 0.06486684828996658, 0.02073516696691513, -0.026941342279314995, -0.030517712235450745, -0.009320728480815887, 0.03741399571299553, 0.012969043105840683, 0.04277586191892624, -0.006317339837551117, -0.004517518449574709, -0.04369458928704262, 0.024913854897022247, 0.01890765130519867, 0.03176930174231529, -0.002779915928840637, -0.03048924170434475, 0.00999792292714119, 0.011006684973835945, -0.044369108974933624, -0.018362442031502724, -0.01197152677923441, 0.00927494652569294, -0.034996598958969116, 0.004340626299381256, 0.04900481924414635, 0.02601432427763939, 0.02577172964811325, 0.012042109854519367, -0.014526824466884136, -0.03255385905504227, 0.03430239111185074, 0.07278702408075333, -0.007412476930767298, 0.04378034174442291, -0.03151345252990723, -0.043992772698402405, -0.03104506991803646, -0.012988741509616375, -0.05041182041168213, 0.017540201544761658, -0.01970062032341957, -0.027534980326890945, -0.04090612009167671, -0.020894505083560944, -0.00824814010411501, -0.009087714366614819, -0.020652588456869125, 0.016332240775227547, -0.03819434344768524, 0.03191111236810684, -0.02563014067709446, -0.002084688050672412, -0.017460640519857407, -0.06546095758676529, -0.020553767681121826, -0.008450253866612911, -0.0028935831505805254, 0.01826414093375206, -0.03124522790312767, -0.010018918663263321, -0.004412791226059198, 0.03461341932415962, -0.011518541723489761, -0.04895356670022011, 0.005749435164034367, 0.008239646442234516, 0.007153893355280161, 0.01840367540717125, 0.03772832080721855, 0.024126088246703148, 0.019806353375315666, 0.01957555115222931, -0.0057950858026742935, 0.03792083263397217, -0.0028693750500679016, 0.030839866027235985, 0.06160446256399155, 0.0077030109241604805, -0.003975601401180029, -0.04022172838449478, 0.008795680478215218, -0.0060833222232759, -0.0267429631203413, -0.046862877905368805, 0.0067824446596205235, 0.025210151448845863, 0.01422786246985197, 0.0030707151163369417, 0.09581921249628067, 0.011510301381349564, 0.05964052304625511, 0.03971637040376663, -0.009631883352994919, -0.05437476187944412, -0.0005209971568547189, -0.02299818955361843, -0.034331489354372025, -0.010832607746124268, 0.01940569281578064, 0.009998565539717674, 0.05524062365293503, -0.02210274711251259, 0.010600140318274498, -0.050550807267427444, 0.04197448492050171, 0.011788779869675636, 0.024098115041851997, 0.012607620097696781, 0.0034146348480135202, 0.006651875097304583, 0.005402236245572567, 0.013876422308385372, 0.030581166967749596, 0.3616391122341156, -0.04112187772989273, -0.01975267007946968, 0.006468876264989376, 0.021141638979315758, 0.11463607102632523, 0.00684402184560895, -0.03609767556190491, 0.014755941927433014, 0.03655976802110672, 0.02897873893380165, -0.0317571647465229, 0.006614803336560726, 0.0066949487663805485, 0.04615125060081482, -0.006139841396361589, -0.02792585827410221, 0.02505127526819706, 0.036492254585027695, 0.013560155406594276, -0.028991499915719032, 0.017579752951860428, 0.02633163519203663, 0.018547166138887405, -0.013079469092190266, 0.019446346908807755, 0.014273068867623806, -0.04221079871058464, 0.054495636373758316, 0.05192384123802185, -0.03596438094973564, -0.027368606999516487, 0.046027470380067825, 0.003984618466347456, 0.011567923240363598, 0.017313120886683464, 0.03991296887397766, -0.016194824129343033, 0.06994736194610596, 0.015134038403630257, 0.01934908889234066, -0.0018315226770937443, 0.00875903107225895, -0.0016654368955641985, -0.04032953456044197, 0.014387947507202625, -0.005905679892748594, -0.017134374007582664, 0.014046206139028072, 0.003940143156796694, 0.05715484172105789, 0.004064242355525494, -0.017877040430903435, 0.002472584368661046, 0.07829152047634125, 0.021469729021191597, -0.01409454457461834, -0.01825793646275997, 0.017364583909511566, -0.019354749470949173, 0.012500524520874023, -0.07227566838264465, 0.006432083435356617, 0.010238123126327991, -0.03673180192708969, -0.034077905118465424, 0.038343023508787155, 0.023964887484908104, 0.008414982818067074, 0.04760017618536949, -0.0022219552192837, 0.0031416446436196566, -0.0139451390132308, -0.004956441465765238, 0.010057205334305763, -0.026691768318414688, -0.044301800429821014, -0.01961844228208065, -0.006749138236045837, -0.009753231890499592, 0.00181491335388273, 0.008330697193741798, 0.009495052509009838, 0.03434018790721893, -0.03679006174206734, 0.03293215483427048, 0.007827467285096645, 0.00041521989624015987, 0.024780048057436943, -0.0030145482160151005, 0.006269251927733421, 0.04200556129217148, 0.06302942335605621, -0.012632916681468487, 0.02113156206905842, 0.012992214411497116, -0.026719437912106514, -0.029723167419433594, -0.029633600264787674, 0.0009173357975669205, 0.025865379720926285, -0.02830011211335659, -0.056775569915771484, -0.04222170636057854, 0.00552402762696147, 0.0014600433642044663, -0.1482083797454834, -0.017402909696102142, 0.015509449876844883, -0.04124528914690018, -0.015885768458247185, -0.0032068644650280476, -0.010297523811459541, -0.0519709587097168, -0.03668860346078873, -0.031793273985385895, 0.0005108245532028377, 0.020881883800029755, 0.027466105297207832, -0.017937572672963142, 0.07019509375095367, 0.07146811485290527, -0.0007861244375817478, 0.05963632091879845, 0.00871951598674059, 0.0018206844106316566, -0.013506279326975346, -0.011419884860515594, -0.020806200802326202, 0.005399927031248808, -0.02301839366555214, -0.041645657271146774, -0.042167335748672485, 0.0160694420337677, -0.02903759852051735, -0.015422774478793144, -0.007909277454018593, 0.0191233791410923, 0.020466499030590057, -0.04605141654610634, -0.021935004740953445, 0.045576632022857666, -0.001969166798517108, -0.016549846157431602, -0.020676976069808006, -0.019549788907170296, 0.010826227255165577, 0.017384588718414307, -0.06773854047060013, -0.009030023589730263, -0.019829655066132545, -0.019181841984391212, -0.03957037255167961, -0.03551681339740753, 0.025641020387411118, -0.011965695768594742, -0.022763337939977646, 0.05975788086652756, -0.014588638208806515, 0.01865316368639469, 0.00015621140482835472, 0.02472837269306183, -0.010073479264974594, 0.021570976823568344, -0.015612897463142872, 0.08066091686487198, 0.004119197838008404, 0.02764299139380455, -0.015121632255613804, -0.04033079743385315, -0.11593267321586609, 0.0017636916600167751, 0.051141660660505295, 0.010951687581837177, 0.13036200404167175, -0.0055749923922121525, 0.023330027237534523, 0.03383806720376015, 0.0020084818825125694, -0.010737685486674309, 0.019074924290180206, 0.012156433425843716, -0.047654930502176285, 0.06808801740407944, -0.006038441322743893, -0.03179970383644104, -0.03302884101867676, 0.019216330721974373, 0.05471217632293701, -0.03339226916432381, 0.06567519158124924, 0.03890242800116539, 0.009797424077987671, -0.052715644240379333, -0.017934398725628853, 0.04098192974925041, 0.007986047305166721, 0.016014384105801582, 0.020530974492430687, -0.02510741725564003, 0.016132192686200142, 0.02791399322450161, -0.025588668882846832, 0.0024712334852665663, -0.0002850846794899553, 0.0024691778235137463, -0.017874132841825485, 0.014637518674135208, 0.028664879500865936, -0.042736608535051346, -0.02747282385826111, 0.005182724446058273, -0.009375091642141342, -0.0010373486438766122, 0.013485848903656006, 0.009918753057718277, -0.008029259741306305, 0.0014266226207837462, -0.013633308000862598, -0.000984853133559227, 0.011341851204633713, 0.02387177385389805, -0.015466284938156605, -0.04151195287704468, 0.02191253751516342, 0.0038526460994035006, 0.02865535579621792, -0.0008943897555582225, -0.01407315582036972, 0.009881636127829552, 0.026748869568109512, -0.021373877301812172, 4.982436075806618e-05, -0.013897372409701347, -0.014739067293703556, -0.043176330626010895, -0.014095465652644634, 0.0024633498396724463, 0.0036254541482776403, 0.004271572921425104, 0.0005849443259648979, -0.03669528290629387, 0.04608035460114479, -0.007796026300638914, -0.026740942150354385, 0.02294979989528656, -0.02328375168144703, 0.00436331145465374, 0.04005338251590729, 0.01422368735074997, 0.010712283663451672, 0.0016060344642028213, 0.021804334595799446, -0.03241075575351715]",https://en.wikipedia.org/wiki/Walchand_Institute_of_Technology
walchand institue of technology,"[-0.009642641991376877, -0.022372916340827942, -0.00042130076326429844, 0.028716888278722763, 8.427758439211175e-05, 0.004690586123615503, -0.015311995521187782, 0.026190269738435745, -0.04210653528571129, 0.006531164050102234, 0.04783209413290024, 0.02449895441532135, -0.04365819692611694, -0.0007960943039506674, 0.017397094517946243, 0.03436322882771492, 0.07566986978054047, 0.0016020502662286162, -0.012019714340567589, -0.03233526274561882, 0.06105863302946091, 0.022271161898970604, -0.0016143295215442777, -0.00427045114338398, 0.03452343866229057, 0.05559054762125015, 0.04496034234762192, -0.001374727813526988, -0.0009723714319989085, -0.03066120855510235, -0.006889286916702986, -0.02401692047715187, -0.008061311207711697, -0.019766489043831825, 0.025736788287758827, -0.013175451196730137, -0.015663571655750275, -0.0024853162467479706, -0.005188829265534878, -0.046298906207084656, -0.015591134317219257, 0.006032658275216818, -0.008586715906858444, 0.0008201241143979132, 0.0017733256099745631, 0.02225210890173912, 0.051194507628679276, -0.010022373870015144, -0.005543484818190336, 0.041529301553964615, 0.04282713681459427, 0.02220468409359455, 0.02613573893904686, -0.013974076136946678, -0.008822920732200146, 0.024955660104751587, 0.03275804966688156, -0.012072322890162468, -0.004747926257550716, -0.026315981522202492, 0.08440005034208298, -0.0061049130745232105, -0.024795057252049446, -0.03372260183095932, -0.03627591207623482, 0.008178465999662876, -0.004969470668584108, -0.03417782858014107, 0.01432104129344225, -0.0062450869008898735, 0.003103596158325672, 0.0007138204528018832, 0.00855066068470478, 0.03455253317952156, -0.0036701872013509274, -0.0034193771425634623, -0.00022502851788885891, -0.020379552617669106, 0.011697561480104923, 0.007656859699636698, 0.020477239042520523, 0.008906292729079723, -0.029276374727487564, 0.003138921456411481, 0.02087141014635563, 0.06001704931259155, 0.010215677320957184, -0.0683266818523407, -0.04971889406442642, -0.014579733833670616, 0.008716595359146595, 0.02551453560590744, -0.6416928172111511, 0.050200700759887695, 0.013164369389414787, 0.03208332136273384, 0.015469753183424473, -0.028947684913873672, -0.0158804003149271, -0.1514795571565628, 0.007437967229634523, -0.003950631711632013, 0.035069938749074936, 0.04452604800462723, 0.027608614414930344, -0.026773614808917046, -0.11946748197078705, 0.0516851581633091, 0.015000717714428902, -0.013864039443433285, 0.0048815468326210976, -0.06362395733594894, -0.013073015958070755, -0.00627084681764245, -0.0022329308558255434, 0.04042830690741539, 0.02492324262857437, -0.01895705610513687, -0.027873368933796883, 0.016412071883678436, -0.01509564183652401, 0.06395337730646133, 0.010970907285809517, 0.044770076870918274, 0.0033175619319081306, -0.016722699627280235, -0.006652153562754393, -0.022571125999093056, 0.013683991506695747, 0.01271520834416151, -0.023810965940356255, 0.016789352521300316, -0.023008689284324646, 0.08813072741031647, -0.029195602983236313, -0.005755616817623377, 0.05738695338368416, -0.06057580187916756, 0.004086116794496775, 0.019726192578673363, 0.04314021021127701, 0.016158081591129303, 0.002286959672346711, 0.032956719398498535, -0.018263278529047966, 0.041615959256887436, 0.02763986401259899, 0.031105097383260727, -0.017875174060463905, -0.003084049792960286, 0.023490702733397484, 0.017172913998365402, 0.09082155674695969, -0.0041113561019301414, 0.005169217940419912, 0.00488424813374877, -0.004143462982028723, -0.0026688403449952602, 0.03724135830998421, -0.024418719112873077, 0.01070939376950264, 0.006117863580584526, 0.014968689531087875, -0.010238759219646454, -0.04332657903432846, 0.0134121123701334, 0.036983609199523926, -0.03749930486083031, 0.008291708305478096, 0.041742950677871704, 0.03826003521680832, 0.028165679425001144, 0.017168225720524788, -0.014686650596559048, -0.05886821821331978, 0.04003533348441124, 0.01080957893282175, -0.05082628130912781, 0.06484565138816833, -0.023430220782756805, -0.052670348435640335, -0.024463124573230743, 0.011714805848896503, -0.013399348594248295, 0.016156988218426704, -0.02588600665330887, -0.015342796221375465, -0.0635516569018364, -0.002348316367715597, -0.0267409086227417, 0.009297872893512249, -0.03019830770790577, 0.021918056532740593, -0.045596376061439514, 0.03277542069554329, -0.003594478126615286, -0.009052352979779243, 0.013682585209608078, -0.0647963136434555, -0.010606094263494015, -0.006180681753903627, -0.011350980028510094, -0.008276881650090218, -0.0471421517431736, -0.002237526699900627, -0.009493128396570683, 0.02323090098798275, -0.04267485812306404, -0.010629059746861458, -0.019177598878741264, -0.011543459258973598, 0.026610976085066795, -0.010361538268625736, 0.03681517019867897, 0.007838363759219646, 0.04724249243736267, 0.03048599138855934, 0.013581879436969757, 0.03599303960800171, -0.00015785351570229977, 0.004582734312862158, 0.049328241497278214, -0.001172709628008306, -0.03382087126374245, -0.006990568712353706, 0.011725801043212414, -0.018193045631051064, -0.024451470002532005, -0.04388986900448799, -0.011983844451606274, 0.029493724927306175, 0.042239222675561905, 0.012399152852594852, 0.09842609614133835, 0.023824742063879967, 0.055674273520708084, 0.015451963990926743, -0.008058488368988037, -0.024770179763436317, -0.0039020359981805086, -0.019265009090304375, -0.02394585683941841, -0.02181171625852585, -0.0005336539470590651, -0.010517172515392303, 0.08636511862277985, -0.010910872370004654, -0.004494868218898773, -0.05232593044638634, 0.03664420545101166, -0.028055956587195396, 0.0366990827023983, -0.004145910032093525, -0.019226331263780594, 0.015451437793672085, -0.005582460202276707, -0.010233454406261444, 0.009738459251821041, 0.23926453292369843, -0.025621697306632996, 0.00427832268178463, 0.009940425865352154, -0.014149762690067291, 0.04533394053578377, -0.01946241222321987, -0.01099862065166235, 0.032975390553474426, -0.027550330385565758, 0.017552394419908524, -0.0474095493555069, 0.0031822279561311007, -0.023374764248728752, 0.01925227791070938, -0.025422941893339157, -0.03300813212990761, 0.04880349338054657, 0.03581854701042175, 0.006258650682866573, -0.03310484439134598, 0.013428051955997944, 0.005410267040133476, 0.0380358025431633, 0.002101344056427479, -0.003459024243056774, -0.010194679722189903, -0.014945643953979015, 0.011612854897975922, 0.0298833679407835, -0.03433471545577049, -0.04726329818367958, 0.043952394276857376, 0.007097594439983368, -0.060441456735134125, -0.0009055612608790398, 0.03610727936029434, -0.0285854022949934, 0.02096453495323658, 0.01660350151360035, 0.007890447974205017, 0.013590537942945957, 0.0027452949434518814, -0.026408439502120018, -0.04989807680249214, 0.017340704798698425, -0.002187569858506322, -0.038986243307590485, -0.01765899918973446, 0.0019632827024906874, 0.0492912232875824, 0.016360756009817123, -0.023288169875741005, 0.0047868890687823296, 0.08804797381162643, 0.025020424276590347, -0.018186261877417564, -0.024332303553819656, -0.007269446738064289, -0.03459852933883667, 0.018933746963739395, -0.042305245995521545, -0.01354026049375534, -0.006480105221271515, -0.016563354060053825, -0.04652603715658188, 0.0062021114863455296, 0.021767696365714073, 0.01866408810019493, 0.04449785500764847, -0.00561358081176877, 0.02164890058338642, -0.026959296315908432, 0.020103678107261658, 0.06659985333681107, -0.025263670831918716, -0.030926061794161797, -0.00890223030000925, 0.012434291653335094, -0.0027601623442023993, 0.008096321485936642, 0.018014168366789818, 0.0012766779400408268, -0.0020934417843818665, -0.049683015793561935, 0.02027134783565998, -0.005156054627150297, -0.02637581154704094, -0.01871565170586109, -0.017468620091676712, -0.02135722152888775, 0.02596811205148697, 0.03816773742437363, -0.017812544479966164, 0.02338603138923645, 0.01525030191987753, -0.01171625405550003, -0.020140869542956352, -0.030727004632353783, 0.0165568757802248, -0.003522567916661501, -0.023872897028923035, -0.08706296980381012, -0.0367165133357048, -0.034938838332891464, -0.008723546750843525, -0.14761929214000702, -0.0003056356217712164, -0.010950474068522453, -0.056610364466905594, -0.04128547012805939, -0.025447003543376923, -0.013398906216025352, -0.03707299754023552, -0.013880248181521893, -0.025963546708226204, -0.009301629848778248, -0.015152868814766407, -0.0417657308280468, -0.005979962181299925, 0.04386118799448013, 0.07383326441049576, -0.0033826096914708614, 0.04961421340703964, 0.018260173499584198, 0.014916831627488136, -0.002369364257901907, -0.03801299259066582, -0.012389034032821655, -0.04129169136285782, -0.03289536386728287, -0.04888660088181496, 0.004091279581189156, -0.027531078085303307, 0.0030751086305826902, -0.027049798518419266, -0.00942032691091299, 0.02189001999795437, 0.012602743692696095, -0.058907996863126755, 0.024311747401952744, 0.049763020128011703, 0.019283456727862358, -0.02522941306233406, -0.01002714317291975, -0.03261508047580719, 0.04897671937942505, 0.0036258131731301546, -0.08055972307920456, 0.007054376415908337, -0.03138432651758194, -0.02503995969891548, -0.08063532412052155, -0.048581138253211975, 0.024333978071808815, -0.025989679619669914, -0.004668880719691515, 0.05540484935045242, -0.011345596052706242, 0.0178325567394495, 0.015275198966264725, -0.01505960151553154, -0.02242312766611576, -0.016282735392451286, 0.014161106199026108, 0.0582122765481472, 0.015163645148277283, 0.018939029425382614, -0.031878672540187836, -0.04400303587317467, -0.05580234155058861, -0.01062061358243227, 0.06147456169128418, 0.004062720574438572, 0.11778634786605835, -0.0002020355750573799, 0.0290632676333189, 0.004516273736953735, 0.0020976238884031773, -0.002865573624148965, -0.0030153426341712475, 0.023629091680049896, -0.031214099377393723, 0.06813664734363556, -0.009798246435821056, -0.02665853686630726, -0.015041292645037174, 0.016166996210813522, 0.04187352582812309, -0.03205222263932228, 0.04125563055276871, 0.0328313447535038, -0.01755782961845398, -0.030373120680451393, -0.05723655968904495, 0.07213085889816284, -0.005676574073731899, 0.02152925357222557, 0.011932972818613052, -0.04450597986578941, 0.03648916259407997, -0.012970793060958385, -0.04650995880365372, 0.0031929241959005594, 0.005853082053363323, -0.008053537458181381, -0.010240349918603897, -0.03393981233239174, 0.03300205618143082, -0.02631240524351597, -0.01685534417629242, 0.021566569805145264, -0.0039587197825312614, -0.01057643536478281, 0.032272759824991226, -0.012777352705597878, -0.01705491915345192, 0.009981143288314342, 0.01257554441690445, 0.01581241376698017, 0.013363830745220184, 0.020252775400877, -0.038238849490880966, -0.02469034679234028, 0.007918408140540123, -0.02316485531628132, 0.042472243309020996, 0.01632714830338955, -0.017416689544916153, 0.020633812993764877, 0.004077254794538021, -0.0328989252448082, 0.006621859036386013, -0.04522234946489334, -0.010591324418783188, -0.08142411708831787, -0.03918837755918503, -0.023008359596133232, -0.0048020402900874615, -0.008730046451091766, -0.00914851576089859, -0.009994704276323318, 0.03924781084060669, 0.0017953038914129138, -0.02041974477469921, -0.022222736850380898, 0.06186731532216072, 0.02748270519077778, 0.018359731882810593, 0.025121210142970085, -0.0030583152547478676, -0.004224552307277918, 0.0036669676192104816, -0.043975479900836945]",https://en.wikipedia.org/wiki/Walchand_Institute_of_Technology
